imgID,label, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
angry_actor_202.jpg,5,0.975,0.33,0.0,0.72,0.95,1.74,2.81,1.77,0.58,0.0,0.0,0.0,0.0,0.23,0.0,1.79,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
angry_actor_235.jpg,5,0.975,0.3,0.9,0.34,2.23,0.77,0.98,1.74,0.0,0.0,0.0,1.5,0.03,0.0,0.46,0.71,1.29,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
angry_actor_243.jpg,5,0.875,1.19,0.74,0.0,0.0,1.06,0.83,0.81,0.39,0.76,0.0,0.0,0.0,2.03,0.27,0.96,0.0,0.07,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
angry_actor_26.jpg,5,0.875,2.34,0.75,1.03,1.02,1.08,0.09,0.0,1.72,1.82,0.52,0.0,0.24,0.0,0.03,1.13,0.86,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_actor_272.jpg,5,0.925,0.2,0.0,3.76,0.23,2.7,3.91,3.53,4.63,0.94,2.05,0.68,0.0,2.37,0.0,4.44,0.97,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
angry_actor_279.jpg,5,0.875,0.0,0.0,1.69,0.0,1.94,2.08,2.63,2.35,0.13,1.92,0.68,0.0,0.0,0.24,1.78,2.51,0.87,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
angry_actor_35.jpg,5,0.975,0.0,0.59,0.81,0.0,1.18,3.42,2.56,2.22,0.0,1.79,1.0,1.24,1.1,0.43,0.9,1.83,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
angry_actor_358.jpg,5,0.875,1.03,0.0,2.31,1.82,0.44,1.39,2.32,1.42,0.43,0.0,1.54,0.3,0.0,0.02,2.14,0.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
angry_actor_379.jpg,5,0.875,0.85,2.51,1.22,1.97,1.96,3.43,2.09,2.46,1.12,1.86,1.0,0.0,0.11,1.03,1.94,0.96,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
angry_actor_381.jpg,5,0.875,0.16,0.0,3.61,0.63,1.2,1.46,0.57,1.45,0.78,0.0,0.93,0.0,0.83,0.17,1.86,0.59,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_actor_428.jpg,5,0.975,0.22,0.0,1.52,0.0,0.64,2.02,0.17,0.4,0.0,0.0,0.99,1.12,1.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
angry_actor_465.jpg,5,0.675,0.62,1.21,2.61,1.28,1.36,0.75,0.0,0.0,1.27,0.87,0.0,0.22,1.47,0.0,0.06,0.0,0.68,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
angry_actor_469.jpg,5,0.975,0.0,0.0,1.39,0.95,1.09,1.77,1.56,1.4,0.36,0.0,0.32,0.04,0.13,0.75,0.99,0.33,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
angry_actor_48.jpg,5,0.975,2.09,0.55,1.74,0.0,0.28,0.08,0.0,1.11,0.26,0.65,1.36,1.7,1.07,0.14,0.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
angry_actor_484.jpg,5,0.975,0.4,0.06,2.37,0.0,0.3,0.52,0.76,1.05,0.0,0.87,0.05,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
angry_actor_574.jpg,5,0.975,2.32,1.12,2.62,1.61,0.4,0.77,1.98,0.85,0.27,0.03,0.54,0.88,0.6,0.1,0.41,0.29,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_actor_62.jpg,5,0.975,0.0,0.0,2.38,0.0,1.99,1.73,1.75,1.54,1.62,1.91,0.81,0.0,0.95,0.09,1.75,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
angry_actor_76.jpg,5,0.975,1.18,1.77,0.79,3.14,0.0,0.49,2.27,1.44,0.0,0.0,1.41,0.79,0.65,0.0,0.15,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
angry_African_112.jpg,5,0.975,0.95,0.11,2.27,0.98,0.78,1.72,1.02,1.84,0.09,0.93,0.56,0.0,0.35,0.28,0.22,0.52,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_African_138.jpg,5,0.975,0.61,0.0,1.59,1.39,1.32,1.98,2.29,2.05,0.13,1.27,0.51,0.0,0.64,0.0,0.82,0.73,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_African_141.jpg,5,0.975,0.0,0.0,0.38,0.0,2.3,3.19,1.27,2.66,1.52,0.66,0.04,1.0,0.0,0.16,1.14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_African_144.jpg,5,0.925,0.59,0.0,2.02,0.29,1.6,4.2,1.86,1.59,1.37,0.32,0.0,0.0,0.67,0.07,1.66,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
angry_African_15.jpg,5,0.925,0.59,0.0,0.63,1.01,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.35,2.03,0.0,1.22,0.57,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
angry_African_171.jpg,5,0.675,0.34,0.0,1.11,0.0,1.63,0.94,0.0,0.61,0.82,0.0,0.0,0.37,0.02,0.82,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
angry_African_175.jpg,5,0.975,0.6,1.1,1.62,0.26,0.0,0.0,0.14,0.0,0.0,1.26,0.0,0.24,0.49,0.1,0.56,0.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
angry_African_273.jpg,5,0.925,0.95,0.54,0.67,0.08,0.0,1.7,2.03,0.0,0.0,0.19,0.36,0.0,0.0,0.11,0.73,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
angry_African_282.jpg,5,0.875,0.63,0.0,0.93,1.28,1.47,2.92,2.24,1.34,0.0,0.0,0.55,0.0,0.71,0.0,0.77,1.67,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
angry_African_302.jpg,5,0.975,0.12,0.0,1.08,0.36,0.36,0.56,1.78,0.91,0.22,0.22,0.16,0.71,0.0,0.56,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
angry_African_334.jpg,5,0.975,0.0,0.0,1.64,1.06,0.62,1.21,0.0,0.07,0.42,1.36,0.34,0.19,1.1,0.0,1.5,1.11,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
angry_African_344.jpg,5,0.975,2.09,4.18,0.0,1.98,0.0,0.0,1.28,1.13,0.0,1.66,0.0,0.47,0.0,0.0,0.73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_African_36.jpg,5,0.975,0.0,0.16,1.59,0.0,1.36,1.21,3.15,3.19,0.0,0.0,0.88,0.87,0.0,0.12,1.13,0.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
angry_African_47.jpg,5,0.975,1.12,0.0,2.11,1.47,0.93,0.87,0.38,1.14,0.91,0.38,0.2,0.0,0.0,0.0,1.94,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_African_63.jpg,5,0.975,1.03,0.0,1.66,2.3,1.08,2.08,0.46,2.09,0.21,0.47,0.99,0.0,0.62,0.79,1.14,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
angry_African_65.jpg,5,0.975,0.07,0.0,1.25,0.67,3.11,3.81,2.77,2.78,1.69,2.07,0.41,0.0,0.8,0.0,1.95,1.35,0.88,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_African_70.jpg,5,0.875,1.29,0.12,0.0,1.04,0.0,0.0,1.35,0.41,0.0,1.45,0.0,0.0,0.0,0.0,0.21,0.02,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
angry_African_80.jpg,5,0.975,1.26,0.17,0.34,2.58,1.73,0.0,1.15,1.36,1.29,3.99,0.5,0.0,0.0,0.0,2.51,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_African_93.jpg,5,0.925,0.0,0.29,1.46,0.37,1.11,3.29,3.4,0.58,0.65,1.32,1.6,0.76,0.0,0.16,0.58,1.67,0.07,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
angry_american_169.jpg,5,0.925,0.35,0.0,1.43,0.82,0.0,0.48,0.32,0.0,0.05,0.07,0.42,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
angry_american_207.jpg,5,0.875,0.5,0.06,1.03,0.27,1.85,3.11,2.06,2.08,0.87,1.08,0.0,0.24,0.0,0.0,0.29,0.13,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
angry_american_210.jpg,5,0.925,0.29,0.0,0.22,1.38,1.14,1.84,3.32,3.31,1.15,0.6,0.0,0.0,0.0,0.05,2.78,0.14,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_american_25.jpg,5,0.975,0.0,0.0,1.93,0.11,2.0,3.52,3.04,2.63,0.0,0.12,0.0,0.01,0.16,0.0,3.72,0.21,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_american_261.jpg,5,0.975,1.35,0.0,1.55,0.34,2.47,4.33,2.03,3.04,1.98,1.93,0.83,0.0,0.0,0.0,2.29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_american_410.jpg,5,0.925,1.42,0.11,0.68,0.33,0.94,0.74,2.05,0.97,0.67,1.21,0.43,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
angry_american_580.jpg,5,0.975,0.0,0.06,2.91,0.96,1.82,2.82,1.94,2.2,0.27,1.77,0.53,0.09,0.0,0.0,3.26,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_american_603.jpg,5,0.875,2.36,2.51,1.21,1.4,1.97,2.37,1.66,1.67,1.45,1.09,0.13,0.0,0.0,0.0,2.69,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
angry_american_732.jpg,5,0.925,0.39,0.0,0.87,0.05,1.19,3.69,2.05,1.88,0.32,0.0,0.0,0.0,0.79,0.0,2.06,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_american_765.jpg,5,0.975,0.12,0.0,0.6,1.07,2.2,3.52,0.86,0.39,0.09,0.0,0.74,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
angry_asian_11.jpg,5,0.975,1.36,2.38,0.31,1.65,2.5,5.0,3.31,2.77,1.01,1.45,0.83,0.0,0.16,0.0,3.97,1.88,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_125.jpg,5,0.975,1.07,1.0,0.48,4.43,1.45,2.46,1.36,1.38,1.57,1.76,0.0,0.0,0.66,0.05,2.26,0.41,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_136.jpg,5,0.925,0.0,0.0,0.0,0.86,1.24,3.34,2.5,0.65,0.63,0.73,0.0,0.0,1.49,0.01,1.29,0.91,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
angry_asian_139.jpg,5,0.575,1.57,0.0,0.33,0.0,0.83,1.16,0.0,0.41,0.35,0.28,0.02,0.26,0.0,0.03,0.16,0.54,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_144.jpg,5,0.925,0.0,0.0,2.5,0.14,1.48,3.23,3.68,0.96,0.0,0.53,1.21,0.16,0.05,0.0,1.57,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_150.jpg,5,0.975,0.0,0.0,1.49,0.0,2.57,2.9,2.34,2.26,1.28,0.82,0.35,0.54,0.0,0.0,1.9,0.0,0.85,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
angry_asian_153.jpg,5,0.575,0.03,0.0,0.42,0.0,2.44,1.64,1.32,1.21,1.63,1.12,0.0,0.0,0.0,1.72,1.3,2.71,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
angry_asian_175.jpg,5,0.875,1.12,0.0,0.11,1.08,1.22,1.68,1.77,2.01,0.45,1.42,0.0,0.0,0.16,0.0,1.9,0.72,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
angry_asian_19.jpg,5,0.975,1.46,1.32,1.09,1.95,1.17,0.39,1.4,1.01,0.27,0.0,0.0,0.0,0.72,0.0,3.56,0.31,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_190.jpg,5,0.975,0.0,0.0,0.47,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.14,0.74,0.0,0.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
angry_asian_20.jpg,5,0.975,2.43,2.92,0.1,1.99,1.16,1.63,2.72,1.29,0.0,1.31,0.0,0.12,0.83,0.0,1.48,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_asian_207.jpg,5,0.925,0.8,0.0,0.28,1.8,1.3,2.9,1.53,1.29,0.94,0.67,1.23,0.45,1.1,0.13,1.64,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
angry_asian_214.jpg,5,0.975,1.15,0.0,0.0,0.15,1.94,3.76,2.2,1.49,1.26,0.0,1.77,0.0,2.1,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
angry_asian_223.jpg,5,0.925,1.15,0.69,0.0,0.31,0.69,1.12,0.84,0.65,0.26,0.11,0.42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_asian_251.jpg,5,0.975,0.78,0.25,2.2,0.67,1.08,2.33,2.09,1.87,0.14,0.55,1.59,0.99,0.0,0.0,2.19,1.9,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_28.jpg,5,0.975,1.99,1.89,0.0,2.22,1.05,0.59,0.95,1.74,0.0,0.0,0.0,0.0,0.88,0.0,1.37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
angry_asian_341.jpg,5,0.975,2.0,1.5,0.0,0.64,1.02,0.72,1.71,0.25,0.87,0.0,0.32,0.0,1.19,0.0,1.76,0.0,0.93,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
angry_asian_35.jpg,5,0.875,1.18,1.83,2.18,1.65,1.46,2.88,1.18,2.09,0.75,0.3,0.18,0.0,0.38,0.0,3.54,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_38.jpg,5,0.925,1.18,0.5,0.0,1.65,0.0,2.49,0.39,0.0,0.03,0.0,0.32,0.0,0.38,0.0,1.98,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
angry_asian_40.jpg,5,0.975,0.0,0.0,2.66,0.0,1.13,2.15,2.26,2.14,0.0,2.43,0.73,1.66,0.05,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
angry_asian_41.jpg,5,0.975,2.89,3.54,0.02,1.24,2.02,1.8,1.51,2.38,1.42,2.0,0.49,0.0,0.54,0.0,1.29,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
angry_asian_496.jpg,5,0.975,0.27,0.16,0.0,0.0,1.59,3.33,2.32,1.55,0.27,0.71,0.16,0.07,0.0,0.05,1.2,0.74,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
angry_asian_50.jpg,5,0.925,0.0,0.0,0.59,0.0,1.19,2.46,2.12,0.97,0.33,0.0,0.0,0.0,0.0,0.0,1.85,0.42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
angry_asian_51.jpg,5,0.975,0.53,0.0,3.73,0.73,2.78,3.41,2.61,3.03,1.59,2.19,0.3,0.34,0.48,0.31,2.67,0.79,0.55,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_61.jpg,5,0.925,1.12,1.3,0.31,1.0,2.77,5.0,3.0,2.39,2.05,1.58,0.05,0.0,0.0,0.0,1.52,1.84,0.06,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
angry_asian_73.jpg,5,0.725,0.32,0.0,1.87,0.0,2.7,3.9,2.76,2.55,0.7,0.73,1.63,1.76,0.0,0.95,1.2,0.74,1.12,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
angry_black_100.jpg,5,0.975,0.63,0.0,2.58,1.56,2.0,2.5,1.69,1.2,0.26,0.39,0.73,0.0,1.86,0.0,2.78,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
angry_black_103.jpg,5,0.975,0.11,0.29,2.2,0.15,0.92,0.9,2.42,2.5,0.0,0.0,0.0,0.0,0.55,0.16,2.08,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
angry_black_130.jpg,5,0.975,1.18,0.33,0.0,0.0,0.42,1.46,0.23,1.96,0.23,0.0,0.08,0.0,0.0,0.06,1.49,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
